Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Mat,Material,Composicao da frente,Materiais na frente,Torque/Forca de contato,S1-S2,S1-S3
508,11419.25,3445,0.956944444,1291,0.358611111,18.93252344,65.6054375,2.300765625,16656.88277,28.33760938,2.315046875,10834.3389,1.342070313,6.65453125,29.20798438,100.725,107.652,6.927,102.332,1.607,1.857539063,1.6115,2.064539063,3.02284375,2.9009375,2.11521875,1.639101563,4905.724,3Ar1,3Ag2,3Ag2,3Ar1 3Ag2 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,22.66115865,-0.453039063,-1.41134375
509,11420.75,3580,0.994444444,1460,0.405555556,15.03898621,57.28911724,1.532393103,15533.77728,24.7271931,2.31682069,10061.26046,0,8.730634483,40.39009655,97.247,105.642,8.395,99.848,2.601,1.821786207,1.570551724,1.8794,3.332027586,3.000186207,2.203951724,1.632455172,4909.104,3Ar1,3Ag2,3Ag2,3Ar1 3Ag2 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,14.0161874,-0.308848276,-1.761475862
510,11422.25,4333,1.203611111,1458,0.405,17.5964069,67.43330345,2.22017931,15228.61619,29.12109655,2.315517241,10242.42652,0,7.456848276,29.59346207,110.721,114.106,3.385,108.861,-1.86,1.794806897,1.544675862,2.007027586,2.86822069,2.793427586,2.058848276,1.566158621,4923.302,3Ar1,3Ag2,3Ag2,3Ar1 3Ag2 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,20.67274859,-0.462351724,-1.323544828
511,11423.75,9624,2.673333333,1565,0.434722222,20.15821154,53.92627564,1.836352564,15508.58418,23.27610897,2.312884615,10575.57416,27.93520513,9.540179487,40.8215,94.879,96.427,1.548,93.464,-1.415,1.769051282,1.457903846,1.747057692,3.383134615,3.067326923,2.269615385,1.601871795,4753.383,3Ar1,3Ag2,3Ag2,3Ar1 3Ag2 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,17.65498429,-0.289153846,-1.925230769
512,11425.25,6049,1.680277778,1839,0.510833333,19.04712568,47.53000546,1.844868852,14543.37103,22.90477049,2.075459016,9961.651377,0,10.06572678,43.38797268,99.964,97.365,-2.599,94.842,-5.122,1.737234973,1.43436612,1.740765027,3.370060109,3.065710383,2.213551913,1.559333333,4796.586,3Ar1,3Ag2,3Ag2,3Ar1 3Ag2 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,16.70721849,-0.306398907,-1.935693989
513,11426.75,3692,1.025555556,1849,0.513611111,17.79503804,51.13571196,1.905559783,13598.78929,24.66897826,2.072902174,9582.162734,0,9.678005435,40.23793478,107.271,105.8,-1.471,103.926,-3.345,1.675548913,1.447663043,1.981913043,2.600652174,2.511141304,1.836793478,1.434320652,5359.926,3Ar1,3Ag2,3Ag2,3Ar1 3Ag2 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,16.59943995,-0.53425,-1.152989131
514,11428.25,6575,1.826388889,1593,0.4425,31.43006329,51.28286709,1.915335443,14608.11278,24.73710127,2.073234177,10136.20173,1.369474684,9.921981013,41.59798101,92.119,91.158,-0.961,88.389,-3.73,1.69528481,1.394797468,1.689151899,3.271329114,2.987259494,2.166816456,1.529278481,5539.834,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,17.64929676,-0.294354431,-1.876531646
515,11429.75,10166,2.823888889,1806,0.501666667,17.23417222,51.27522222,1.839211111,14831.61032,24.68681667,2.077094444,10119.64523,0.001338889,9.692016667,40.52583889,103.807,106.589,2.782,102.124,-1.683,1.679105556,1.441433333,1.984777778,2.614105556,2.580766667,1.85125,1.439533333,5680.624,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,16.92014904,-0.543344445,-1.172672223
516,11431.25,7652,2.125555556,2008,0.557777778,19.331085,47.544595,1.84033,16757.52423,22.88813,2.077295,11321.52405,0.04454,10.05227,42.831515,107.069,109.408,2.339,104.627,-2.442,1.74802,1.41905,1.75088,3.40543,3.188325,2.26658,1.556,5557.855,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,18.9412185,-0.33183,-1.98638
517,11432.75,8517,2.365833333,1606,0.446111111,61.8185,51.45913125,2.0155625,16322.71005,24.75955625,2.0782875,10589.58703,1.41618125,9.12046875,39.00483125,94.823,95.695,0.872,92.845,-1.978,1.7567375,1.52626875,2.06631875,2.67255625,2.6584625,1.9175625,1.51403125,4771.594,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,19.40361319,-0.54005,-1.1462875
518,11434.25,7016,1.948888889,1575,0.4375,16.91640127,57.3476879,1.85155414,16425.02913,27.01707006,2.132433121,10906.01966,0,9.312050955,39.26675796,103.763,106.814,3.051,100.877,-2.886,1.829216561,1.596745223,2.075343949,2.766152866,2.768636943,2.048382166,1.597,4921.771,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,18.35735077,-0.478598726,-1.169407643
519,11435.75,3981,1.105833333,1555,0.431944444,23.33036774,56.16846452,1.933116129,16182.41963,24.56882581,2.285780645,10915.2809,50.79629677,6.774341935,29.71750968,102.619,106.262,3.643,101.452,-1.167,1.703767742,1.393877419,1.722064516,3.336670968,3.170064516,2.176580645,1.519270968,5747.124,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,19.18227778,-0.328187097,-1.942793549
520,11437.25,4622,1.283888889,1238,0.343888889,24.77785366,73.10421138,2.385073171,17327.50123,29.1242439,2.527,11642.78196,11.08769106,6.071479675,23.07382114,102.992,101.002,-1.99,96.282,-6.71,1.823146341,1.570569106,2.009211382,3.060121951,2.919414634,2.103650407,1.605089431,4953.12,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,25.24444263,-0.438642276,-1.489552845
521,11438.75,8001,2.2225,1500,0.416666667,23.52761074,60.81316779,1.804395973,17401.4738,22.5051745,2.702194631,11245.66019,7.29714094,8.190449664,33.30308725,102.915,102.632,-0.283,99.928,-2.987,1.77714094,1.469395973,1.787637584,3.483375839,3.393624161,2.255912752,1.594597315,6674.785,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,18.44693087,-0.318241611,-2.013979866
522,11440.25,4275,1.1875,1463,0.406388889,17.78038621,59.87671724,1.874282759,17110.96747,24.47964138,2.449413793,10796.09039,60.36606897,7.426744828,30.22193793,99.092,102.201,3.109,99.338,0.246,1.683689655,1.474875862,1.944268966,2.590337931,2.498731034,1.840186207,1.473372414,6439.131,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,18.39538735,-0.469393104,-1.115462069
523,11441.75,2671,0.741944444,1341,0.3725,15.98245113,66.30666165,1.897293233,16725.58137,27.34955639,2.424428571,10634.39285,45.39640602,5.388360902,22.14937594,99.291,101.043,1.752,97.122,-2.169,1.742759398,1.512315789,1.972639098,2.69893985,2.681466165,1.959917293,1.527421053,7122.373,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,18.34232872,-0.460323309,-1.186624061
524,11443.25,3863,1.073055556,1378,0.382777778,19.54760584,61.70230657,2.089583942,16358.32064,25.41786131,2.427547445,10835.36766,123.2998467,5.551912409,22.32794891,98.251,92.726,-5.525,89.27,-8.981,1.785583942,1.494547445,1.829905109,3.341240876,3.144211679,2.216065693,1.60129927,5567.434,3Ar1,3Ar1,3Ag2,3Ar1 3Ar1 3Ag2,3Ar1 3Ag2,3Ag 3Ar,2 ou mais,20.58310024,-0.335357664,-1.846693431
525,11444.75,4051,1.125277778,1469,0.408055556,14.31163946,63.82355782,1.552387755,15821.90638,26.25363265,2.431054422,10941.13276,41.33701361,10.60611565,40.89588435,106.023,115.852,9.829,111.85,5.827,1.746136054,1.46752381,1.767789116,3.215544218,3.236367347,2.175244898,1.572741497,5244.748,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,15.44080047,-0.300265306,-1.748020408
526,11446.25,5980,1.661111111,1739,0.483055556,20.22728902,49.02342197,1.814468208,15129.41069,21.24152023,2.30749711,10567.18821,12.38980925,9.814283237,40.72303468,96.75,91.88,-4.87,91.909,-4.841,1.690774566,1.465491329,1.942635838,2.562768786,2.635855491,1.873294798,1.482289017,5944.422,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,17.43075187,-0.477144509,-1.097277457
527,11447.75,3439,0.955277778,1827,0.5075,48.59897802,48.4167033,2.066752747,16302.86207,22.45256044,2.160604396,10857.67408,0,9.695494505,40.84017582,100.433,95.048,-5.385,95.209,-5.224,1.668406593,1.392785714,1.691675824,3.001450549,2.886263736,2.088945055,1.500565934,5708.21,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,20.40011612,-0.29889011,-1.608664835
528,11449.25,2599,0.721944444,1524,0.423333333,26.88031579,60.10496711,1.914776316,15393.48645,27.997125,2.146894737,10262.87729,0,10.11711842,39.03969079,102.999,102.126,-0.873,100.752,-2.247,1.655309211,1.425394737,1.939388158,2.609697368,2.559098684,1.849677632,1.406947368,5816.941,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,17.86464943,-0.513993421,-1.184302631
529,11450.75,3623,1.006388889,1582,0.439444444,16.9479172,56.68394904,1.918019108,15485.66556,26.4400828,2.143789809,10494.21729,0,9.980828025,40.41353503,100.775,98.36,-2.415,98.273,-2.502,1.729006369,1.463420382,1.98066879,2.644248408,2.739426752,2.014031847,1.456089172,6504.491,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,18.29828117,-0.517248408,-1.180828026
530,11452.25,4877,1.354722222,1834,0.509444444,19.66250273,48.79552459,1.897480874,16039.11743,22.80586885,2.139666667,10884.80926,15.12581421,10.07367213,42.98145355,101.576,95.881,-5.695,96.656,-4.92,1.715579235,1.443284153,1.735661202,3.03468306,2.835355191,2.127103825,1.555666667,6141.139,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,18.77610672,-0.292377049,-1.591398907
531,11453.75,2901,0.805833333,1808,0.502222222,22.23795556,49.4466,2.217838889,16516.24744,23.11152778,2.139516667,10870.44696,0.013594444,10.00166667,42.43217222,100.448,95.508,-4.94,94.832,-5.616,1.660672222,1.430977778,1.918077778,2.502127778,2.642461111,1.845694444,1.448555556,5116.95,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,21.91718183,-0.4871,-1.07115
532,11455.25,16761,4.655833333,1804,0.501111111,27.32659444,49.63953889,2.079866667,17288.95363,23.19243333,2.140766667,11551.32837,7.757666667,10.04550556,43.18102778,101.037,98.471,-2.566,95.799,-5.238,1.704972222,1.444811111,1.734966667,2.8289,2.895272222,2.114811111,1.524511111,5101.37,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,21.84111167,-0.290155556,-1.384088889
533,11456.75,3760,1.044444444,2230,0.619444444,26.7358964,40.98757207,2.218918919,18429.919,19.2139955,2.133220721,11711.91358,0,15.29249099,67.66168018,102.716,192.914,90.198,187.718,85.002,1.649459459,1.43363964,1.867864865,2.385121622,2.525468468,1.842400901,1.453445946,5321.58,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,23.62526056,-0.434225225,-0.951481982
534,11458.25,3486,0.968333333,2093,0.581388889,27.43102404,41.65184135,2.193076923,18644.87599,18.68055288,2.234264423,12222.63721,0,9.360254808,46.91892308,97.875,93.965,-3.91,89.379,-8.496,1.812985577,1.592918269,1.863432692,2.872721154,2.827798077,2.145759615,1.648485577,5292.058,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,24.36834873,-0.270514423,-1.279802885
535,11459.75,7693,2.136944444,1760,0.488888889,36.16614205,51.20170455,2.458323864,18378.69531,21.79332955,2.345289773,11964.62822,0,8.855971591,37.53898864,104.844,102.753,-2.091,96.565,-8.279,1.855477273,1.657960227,2.155005682,2.843431818,2.723573864,1.9678125,1.639715909,6068.644,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,26.73902825,-0.497045455,-1.185471591
536,11461.25,5666,1.573888889,1708,0.474444444,29.15230588,51.46062353,2.731717647,19219.8459,21.79691765,2.361052941,13347.06052,0,9.229047059,37.10622941,100.515,97.616,-2.899,92.128,-8.387,1.980111765,1.670123529,1.988311765,3.602588235,3.342535294,2.4572,1.802547059,5292.409,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,33.14581887,-0.318188236,-1.932464706
537,11462.75,9666,2.685,2216,0.615555556,36.61843891,41.05634389,2.47340724,17648.8814,17.68521719,2.334117647,11779.9719,9.685058824,8.780321267,41.7830905,104.604,104.222,-0.382,100.035,-4.569,1.855882353,1.649153846,2.172995475,3.019330317,2.781266968,1.985687783,1.615705882,7392.484,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,26.4878798,-0.523841629,-1.370176471
538,11464.25,4700,1.305555556,1806,0.501666667,32.69855556,50.63767778,2.879055556,19257.95181,22.13932778,2.28375,12918.00928,0,9.446505556,38.33735,104.367,99.077,-5.29,97.287,-7.08,1.842988889,1.560538889,1.892783333,3.126183333,3.062205556,2.293183333,1.622266667,4895.273,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,33.81060581,-0.332244444,-1.565644444
539,11465.75,3010,0.836111111,1705,0.473611111,32.19230588,50.46917647,2.917111765,19574.52004,21.71720588,2.322070588,13069.03593,0,9.195688235,38.35812353,98.518,95.303,-3.215,93.691,-4.827,1.855776471,1.579241176,1.968558824,3.415747059,3.047523529,2.220717647,1.653976471,4913.202,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,34.65803497,-0.389317648,-1.836505883
540,11467.25,3349,0.930277778,1659,0.460833333,30.90184848,53.15561212,2.984109091,19025.62458,22.88456364,2.322769697,12557.71315,0,8.850642424,35.10138182,99.453,97.097,-2.356,95.938,-3.515,1.867618182,1.654848485,2.221054545,2.813812121,2.887412121,1.9692,1.623575758,4706.241,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,34.06689634,-0.56620606,-1.158963636
541,11468.75,37301,10.36138889,2390,0.663888889,43.88469328,36.27472269,2.709810924,20457.90962,15.33344958,2.376071429,12586.69231,9.068537815,11.18007563,55.49086134,98.939,93.729,-5.21,91.711,-7.228,1.844306723,1.555777311,1.893088235,3.325394958,3.194705882,2.259983193,1.668214286,6954.003,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,31.00686938,-0.337310924,-1.769617647
542,11470.25,4867,1.351944444,2693,0.748055556,39.25202602,33.01820446,2.306215613,19018.36962,13.71878067,2.405654275,11551.8993,0,16.76288848,84.44176208,99.732,184.976,85.244,181.189,81.457,1.784420074,1.570884758,2.032137546,2.774349442,2.904572491,1.956468401,1.578178439,6989.111,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,24.21924593,-0.461252788,-1.203464684
543,11471.75,5291,1.469722222,2928,0.813333333,35.47132877,31.4284726,1.970496575,17945.66654,13.04611644,2.408883562,11425.34832,34.03457534,9.915215753,57.97103425,103.276,96.262,-7.014,94.469,-8.807,1.783130137,1.553821918,1.838667808,3.161160959,3.1485,2.137753425,1.601424658,7139.607,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,20.46691794,-0.28484589,-1.607339041
544,11473.25,4841,1.344722222,2510,0.697222222,32.598936,35.834012,2.081496,15954.00263,14.874924,2.409,11018.65565,0.76772,9.380628,53.394568,101.589,97.811,-3.778,94.849,-6.74,1.76458,1.55694,1.935628,2.643996,2.853456,2.012632,1.552284,5980.257,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,20.85026151,-0.378688,-1.087056
545,11474.75,6337,1.760277778,2235,0.620833333,35.32112108,40.51549776,2.380928251,17424.39216,16.26580269,2.490919283,12211.54895,14.0009148,8.545946188,43.17206278,103.906,102.76,-1.146,99.073,-4.833,1.962502242,1.672008969,1.968807175,3.356955157,3.401412556,2.435524664,1.771941704,7056.422,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,26.43165626,-0.296798206,-1.684946188
546,11476.25,3441,0.955833333,1831,0.508611111,32.93145604,48.64767582,2.616741758,17053.50807,19.46967582,2.498653846,11982.07924,26.52245055,9.152313187,39.32913187,102.441,93.603,-8.838,88.468,-13.973,1.761571429,1.567461538,2.047428571,2.812989011,2.938082418,1.889648352,1.54167033,5295.605,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,28.50364281,-0.479967033,-1.245527473
547,11477.75,6761,1.878055556,1900,0.527777778,31.64482011,47.48657672,2.642936508,17905.92171,19.69009524,2.414560847,12891.23786,43.42433862,9.187761905,36.51783069,101.847,115.835,13.988,110.331,8.484,1.808851852,1.523470899,1.794465608,3.619095238,3.405280423,2.291396825,1.626518519,5160.641,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,30.9733847,-0.270994709,-2.095624339
548,11479.25,7563,2.100833333,1626,0.451666667,19.2148642,53.95250617,1.93032716,19256.85916,23.60704938,2.284006173,12945.11943,0,8.476154321,29.65574691,101.476,98.407,-3.069,97.826,-3.65,1.926462963,1.740296296,2.04254321,2.842037037,3.169783951,2.160240741,1.760364198,4550.892,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,22.71665057,-0.302246914,-1.101740741
549,11480.75,8085,2.245833333,1545,0.429166667,21.27642208,54.75583766,1.652006494,18280.23862,24.92034416,2.204077922,11880.71534,44.14030519,9.217506494,29.02703896,100.738,80.251,-20.487,82.495,-18.243,1.780071429,1.559720779,1.895493506,2.987454545,3.092915584,2.040467532,1.623032468,4942.455,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,17.84274445,-0.335772727,-1.427733766
550,11482.25,10944,3.04,2243,0.623055556,68.07845291,37.99536323,1.760834081,18596.93165,17.54234529,2.165977578,11714.69881,61.8769417,9.789367713,47.21601345,98.347,96.384,-1.963,98.128,-0.219,1.829479821,1.608013453,2.069663677,2.829484305,2.965201794,2.014179372,1.625497758,6861.733,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,18.75240083,-0.461650224,-1.221470852
551,11483.75,7566,2.101666667,2637,0.7325,23.90393156,33.99346768,1.414501901,18337.0397,13.98757795,2.429224335,10898.42469,0,9.558984791,53.62920152,100.793,91.862,-8.931,91.689,-9.104,1.723463878,1.50943346,1.972114068,2.620942966,2.67904943,1.899764259,1.511859316,6517.246,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,14.01440222,-0.462680608,-1.111509506
552,11485.25,9501,2.639166667,2814,0.781666667,24.20223488,35.00719217,1.443676157,17233.27862,14.40613879,2.429868327,10560.70353,0,9.927676157,58.91005694,110.933,104.606,-6.327,105.471,-5.462,1.75327758,1.509597865,1.79,3.010918149,2.912548043,2.119957295,1.593170819,6640.146,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.86021444,-0.280402135,-1.501320284
553,11486.75,10908,3.03,2485,0.690277778,27.95677016,32.46522984,1.454576613,17515.62737,13.35645161,2.430540323,10022.81745,0,9.526818548,62.65008871,91.232,86.022,-5.21,87.252,-3.98,1.722907258,1.516459677,1.968540323,2.604685484,2.645483871,1.882447581,1.522665323,5401.852,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.25359624,-0.452080646,-1.088225807
554,11488.25,5081,1.411388889,2613,0.725833333,22.95660153,34.63398084,1.350896552,18311.67347,14.2264636,2.434310345,10450.41284,0,9.72056705,62.6667318,102.468,93.842,-8.626,94.139,-8.329,1.769628352,1.561954023,1.875425287,2.882785441,2.799777778,2.021678161,1.619659004,7895.569,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,12.83402425,-0.313471264,-1.320831418
555,11489.75,4864,1.351111111,2334,0.648333333,23.53645494,39.16833906,1.440184549,16766.71973,16.1109485,2.431266094,10534.39542,0,10.03223176,65.87766094,102.545,98.54,-4.005,98.978,-3.567,1.811982833,1.629875536,2.019240343,2.469133047,2.711669528,1.966351931,1.631467811,6306.635,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.79224865,-0.389364807,-0.839257511
556,11491.25,6266,1.740555556,2314,0.642777778,21.77697391,40.1296913,1.239156522,14527.64813,16.51374783,2.430108696,10650.7042,0.010273913,9.668817391,54.84975217,104.762,100.661,-4.101,100.676,-4.086,1.895856522,1.673221739,1.978273913,2.936926087,2.95593913,2.195443478,1.733952174,5429.655,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,11.99808143,-0.305052174,-1.263704348
557,11492.75,6090,1.691666667,1694,0.470555556,15.41811834,48.90198225,1.214207101,13552.04679,20.12221302,2.429242604,10146.32952,11.67998817,8.352923077,36.57007692,98.768,100.341,1.573,99.224,0.456,1.92087574,1.709733728,2.178100592,3.169727811,2.850727811,2.059674556,1.732781065,5272.093,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,11.1997685,-0.468366864,-1.459994083
558,11494.25,3340,0.927777778,1765,0.490277778,14.33236932,51.75085227,1.320960227,13763.14895,21.33326705,2.425994318,9613.067375,111.9679034,8.801568182,32.17446591,102.308,99.286,-3.022,100.351,-1.957,1.757517045,1.533988636,2.009642045,2.542977273,2.62375,1.931176136,1.5534375,5011.495,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,11.54407242,-0.475653409,-1.008988637
559,11495.75,5858,1.627222222,1747,0.485277778,14.96808621,50.22815517,1.294637931,15165.54415,20.68327586,2.428275862,10830.25438,81.49996552,8.547045977,35.53295977,99.811,102.739,2.928,103.149,3.338,1.918022989,1.677425287,2.000574713,3.006666667,2.942798851,2.239229885,1.752597701,4791.773,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,12.74659829,-0.323149426,-1.32924138
560,11497.25,8177,2.271388889,1749,0.485833333,15.30344253,52.24265517,1.429482759,14965.68741,21.53640805,2.425770115,10171.95041,77.73846552,8.900126437,34.12795402,103.098,101.738,-1.36,102.092,-1.006,1.783482759,1.569775862,1.981114943,2.817235632,2.786155172,1.991471264,1.592310345,4776.242,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.21875249,-0.411339081,-1.24745977
561,11498.75,8069,2.241388889,1965,0.545833333,16.86860204,42.80744898,1.162903061,15786.35012,17.61565816,2.428076531,11196.77423,33.13571939,9.061102041,39.46884694,99.529,100.782,1.253,105.325,5.796,1.997076531,1.789852041,2.113076531,3.136397959,2.929311224,2.233729592,1.850336735,5051.524,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,11.8370573,-0.32322449,-1.346545918
562,11500.25,3944,1.095555556,1769,0.491388889,17.00621023,51.24628409,1.475426136,16117.34045,21.04923295,2.4345,11430.26055,50.80344886,8.426113636,30.92955114,104.396,100.594,-3.802,103.071,-1.325,1.823613636,1.632005682,2.057164773,2.607852273,2.629153409,1.959835227,1.646227273,4952.81,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,15.33136832,-0.425159091,-0.975846591
563,11501.75,12603,3.500833333,2383,0.661944444,20.67957983,35.29190756,1.107563025,16894.03759,14.51091597,2.432105042,10625.97397,0.498109244,8.854546218,50.71513025,95.174,96.578,1.404,97.733,2.559,1.745516807,1.552012605,1.83460084,2.627172269,2.508352941,2.025907563,1.569722689,6130.182,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,10.69903261,-0.282588235,-1.075159664
564,11503.25,3236,0.898888889,1816,0.504444444,12.7890221,49.71020442,1.120303867,15316.9127,20.46287293,2.430104972,10343.38072,0,8.921972376,39.66114365,101.122,107.194,6.072,106.894,5.772,1.734309392,1.554375691,1.843640884,2.530209945,2.455519337,1.960143646,1.578254144,4901.713,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,10.53429947,-0.289265193,-0.975834254
565,11504.75,3720,1.033333333,2106,0.585,16.0905381,43.53807143,1.118028571,15187.68668,17.9287381,2.428238095,10593.0906,0,8.673080952,43.74661429,103.096,98.201,-4.895,101.192,-1.904,1.854733333,1.662390476,2.033714286,2.478114286,2.5955,2.029028571,1.6933,5437.821,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,10.76670722,-0.37132381,-0.81572381
566,11506.25,3570,0.991666667,1805,0.501388889,14.76226667,49.77312222,1.289588889,15124.74372,20.46506667,2.432116667,10362.81109,0,9.00415,39.51807222,100.268,97.272,-2.996,99.125,-1.143,1.804433333,1.581772222,1.922088889,2.682011111,2.592344444,2.0498,1.66145,4928.08,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,12.14887822,-0.340316667,-1.100238889
567,11507.75,11578,3.216111111,1802,0.500555556,17.67960556,50.48495,1.466811111,15201.15857,20.75126111,2.429577778,10561.56774,0,8.908361111,40.56877222,101.341,100.438,-0.903,101.435,0.094,1.79705,1.578394444,1.870322222,2.872927778,2.625077778,2.096211111,1.640483333,5060.152,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,14.08347719,-0.291927778,-1.294533334
