Anel,Progressiva (m),Tempo total anel (s),Tempo total anel (h),Tempo escavacao anel (s),Tempo escavacao anel (h),Energia especifica (MJ/m3) (media),Velocidade de Avanco (mm/min) (media),Torque(MNm) (media),Empuxo (kN) (media),Taxa de Penetracao (mm/rev) (media),Rotacao da Cabeca de Corte (RPM) (media),Forca de Contato (kN) (media),agua Livre (L.min) (media),FER (media),FIR (%) (media),Massa de material escavado (teorica) (ton) (max),Massa de material escavado (balanca 1) (ton) (max),Diferenca  balanca 1 (ton),Massa de material escavado (balanca 2) (ton)  (max),Diferenca  balanca 2 (ton),Pressao de terra (media dos sensores) (bar) (media),Pressao de terra (S1) (bar) (media),Pressao de terra (S2)(bar) (media),Pressao de terra (S3) (bar) (media),Pressao de terra (S4) (bar) (media),Pressao de terra (S5) (bar) (media),Pressao de terra (S6) (bar) (media),Injecao de grout total (L) (max),Material Calota,Material Eixo,Material Base,Mat,Material,Composicao da frente,Materiais na frente,Torque/Forca de contato,S1-S2,S1-S3
568,11509.25,3005,0.834722222,1723,0.478611111,14.34410465,52.89798837,1.342936047,14411.61571,21.73320349,2.434162791,9980.708413,0,8.496122093,35.33405233,102.505,101.671,-0.834,100.435,-2.07,1.763534884,1.55780814,1.897389535,2.191860465,2.474686047,2.02630814,1.572180233,5006.706,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,12.18495737,-0.339581395,-0.634052325
569,11510.75,4581,1.2725,1725,0.479166667,14.85244767,51.63636628,1.347965116,13844.20904,21.20551163,2.435052326,9938.789128,0,8.80547093,38.07720349,100.349,96.296,-4.053,94.015,-6.334,1.861389535,1.643866279,1.938965116,2.630040698,2.564627907,2.17777907,1.683645349,5268.403,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,12.17921913,-0.295098837,-0.986174419
570,11512.25,3177,0.8825,1710,0.475,15.02177647,53.1905,1.405376471,13250.04389,21.8404,2.435423529,9434.717665,0,9.164005882,38.69302941,102.505,96.561,-5.944,94.528,-7.977,1.775852941,1.547341176,1.832394118,2.965429412,2.673088235,2.122105882,1.6008,5340.427,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,12.05393656,-0.285052942,-1.418088236
571,11513.75,7992,2.22,1611,0.4475,14.50750625,55.3301,1.425975,12621.29151,22.757675,2.4323375,9628.462419,0,9.289925,38.86818125,100.009,97.885,-2.124,95.634,-4.375,1.74028125,1.5346125,1.815475,2.8142875,2.4778625,2.03863125,1.5702,4803.63,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,12.48176973,-0.2808625,-1.279675
572,11515.25,9735,2.704166667,1772,0.492222222,13.90340341,51.36052841,1.385852273,13400.52728,22.7240625,2.260295455,10128.98103,60.58398864,9.123181818,38.60666477,104.572,105.811,1.239,103.64,-0.932,1.790420455,1.574948864,1.984130682,2.393238636,2.472278409,1.998801136,1.604596591,6171.685,3Ar1,3Ag1,3Ar1,3Ar1 3Ag1 3Ar1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,12.7611558,-0.409181818,-0.818289772
573,11516.75,122504,34.02888889,1924,0.534444444,17.93298438,45.958375,1.514338542,14587.96255,20.31641667,2.261265625,10506.10452,13.67502083,9.038838542,40.39340104,100.11,95.114,-4.996,94.985,-5.125,1.79021875,1.534791667,1.853854167,2.81696875,2.686015625,2.160880208,1.612052083,5486.622,3Ar1,3Ag1,3Ar1,3Ar1 3Ag1 3Ar1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,14.46345364,-0.3190625,-1.282177083
574,11518.25,6149,1.708055556,1595,0.443055556,16.20225786,57.02184277,1.73463522,16625.10569,25.26045912,2.257421384,11475.92162,16.11231447,12.18999371,47.62189308,102.634,192.345,89.711,189.772,87.138,1.866207547,1.625981132,1.923484277,2.784496855,2.64072327,2.192377358,1.72109434,6803.697,3Ar1,3Ag1,3Ar1,3Ar1 3Ag1 3Ar1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,18.09685257,-0.297503145,-1.158515723
575,11519.75,3970,1.102777778,1517,0.421388889,16.90683444,58.31309934,1.812331126,14387.17889,25.12948344,2.320006623,10851.50274,19.93198675,8.840092715,35.90187417,100.46,95.376,-5.084,95.482,-4.978,1.844589404,1.623152318,2.096225166,2.610635762,2.506483444,2.017509934,1.639913907,5054.945,3Ar1,3Ag1,3Ar1,3Ar1 3Ag1 3Ar1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,17.87865107,-0.473072848,-0.987483444
576,11521.25,3858,1.071666667,1676,0.465555556,35.66377246,52.12216766,1.967664671,14941.75449,22.40067665,2.32357485,11166.10156,65.44582036,8.643347305,36.69413174,99.194,97.474,-1.72,99.766,0.572,1.860868263,1.665844311,2.161502994,2.514107784,2.497838323,1.939670659,1.677137725,5535.962,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,19.97376687,-0.495658683,-0.848263473
577,11522.75,8881,2.466944444,1338,0.371666667,15.34032331,64.31634586,1.839473684,15639.02912,27.60502256,2.329834586,11652.69338,65.32804511,9.14875188,32.29306015,98.014,93.807,-4.207,94.799,-3.215,1.891586466,1.620150376,1.90624812,3.007293233,2.770969925,2.301345865,1.737932331,4825.32,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,19.48620256,-0.286097744,-1.387142857
578,11524.25,12439,3.455277778,2243,0.623055556,28.93693274,41.0160852,1.859058296,17984.68997,16.7928565,2.441825112,12198.45761,0,9.224147982,48.79086099,104.208,97.175,-7.033,98.627,-5.581,1.909865471,1.604721973,1.949475336,3.367269058,3.002695067,2.360515695,1.723865471,5658.212,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,20.61603983,-0.344753363,-1.762547085
579,11525.75,4402,1.222777778,2046,0.568333333,22.46996078,43.60058824,1.493784314,16424.5401,17.67636765,2.466544118,10970.16166,0,10.17827451,51.37840196,100.729,99.214,-1.515,98.544,-2.185,1.82997549,1.616970588,2.028651961,2.443960784,2.603671569,2.076308824,1.597377451,5057.298,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,14.8973231,-0.411681373,-0.826990196
580,11527.25,5491,1.525277778,2352,0.653333333,32.08660426,37.89136596,1.460621277,16394.5394,15.36933617,2.465229787,10986.23641,0,9.781544681,54.45135745,100.105,96.447,-3.658,96.085,-4.02,1.790089362,1.558391489,2.022502128,2.475025532,2.681370213,2.053042553,1.52732766,6018.409,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,14.58793696,-0.464110639,-0.916634043
581,11528.75,5361,1.489166667,2149,0.596944444,18.91219626,42.4150514,1.382056075,16063.49713,17.20815421,2.465009346,10667.65341,5.182518692,9.416079439,49.88829439,101.859,98.855,-3.004,96.635,-5.224,1.815565421,1.61161215,2.047107477,2.493196262,2.672224299,1.998626168,1.604130841,5498.95,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.40299564,-0.435495327,-0.881584112
582,11530.25,4438,1.232777778,2133,0.5925,23.21418779,44.85461033,1.60056338,17173.5869,18.08128169,2.479882629,11812.61526,8.08841784,9.290830986,46.75459155,108.38,108.361,-0.019,105.137,-3.243,2.013474178,1.764394366,2.035201878,3.265896714,3.132056338,2.387826291,1.863159624,5507.368,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,17.18803582,-0.270807512,-1.501502348
583,11531.75,7657,2.126944444,1644,0.456666667,19.08379878,56.20547561,1.762591463,17205.19401,22.29923171,2.521310976,12367.64684,2.114426829,9.004085366,39.46885366,105.12,100.772,-4.348,98.014,-7.106,2.078865854,1.846353659,2.128682927,3.311530488,3.093865854,2.420512195,1.919310976,5200.545,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,19.81737158,-0.282329268,-1.465176829
584,11533.25,3932,1.092222222,2150,0.597222222,23.37385514,39.81953738,1.637836449,17540.1966,16.44131776,2.421971963,12322.82083,1.802803738,9.132850467,50.68333178,96.594,93.8,-2.794,90.591,-6.003,2.064228972,1.861154206,2.275934579,2.828014019,3.009074766,2.258014019,1.861995327,5625.237,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,18.34796828,-0.414780373,-0.966859813
585,11534.75,3787,1.051944444,1999,0.555277778,23.54467839,45.19758291,1.74879397,16938.30612,17.80450754,2.538527638,12094.78945,13.19194472,8.911773869,46.91629146,101.681,100.655,-1.026,97.381,-4.3,1.984306533,1.809266332,2.185768844,2.774361809,2.907336683,2.136060302,1.80618593,6403.052,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,19.22844987,-0.376502512,-0.965095477
586,11536.25,5065,1.406944444,1806,0.501666667,20.17101667,50.15798333,1.708211111,16066.14777,19.80752778,2.532377778,11343.06138,3.16085,8.760155556,39.94973889,101.819,94.395,-7.424,92.867,-8.952,1.852644444,1.651411111,2.104383333,2.614355556,2.671,2.018116667,1.636266667,6103.306,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,17.61485771,-0.452972222,-0.962944445
587,11537.75,3795,1.054166667,1651,0.458611111,22.94079878,53.76,2.068621951,17274.82849,21.19057317,2.537439024,12206.37437,0,7.136213415,31.79020732,99.342,91.094,-8.248,90.311,-9.031,1.942164634,1.623286585,1.933615854,3.580115854,3.170006098,2.470189024,1.743134146,6479.233,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,22.95488542,-0.310329269,-1.956829269
588,11539.25,3299,0.916388889,1582,0.439444444,48.90140506,57.66753797,2.473734177,16920.84517,22.789,2.530398734,12023.43855,108.5127089,6.662651899,25.30670886,106.834,110.398,3.564,106.751,-0.083,1.976386076,1.723791139,2.273924051,2.851860759,2.868765823,2.186113924,1.719708861,5987.351,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,27.03890079,-0.550132912,-1.12806962
589,11540.75,2904,0.806666667,1466,0.407222222,19.36137671,59.93313014,2.011493151,15901.57494,23.76178767,2.522260274,11890.62712,35.15611644,7.462794521,29.10275342,99.87,97.86,-2.01,95.875,-3.995,1.983883562,1.681157534,1.970753425,3.434445205,3.280746575,2.465321918,1.816328767,5952.179,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,21.7435591,-0.289595891,-1.753287671
590,11542.25,3285,0.9125,1687,0.468611111,20.8073869,51.68711905,1.862809524,15534.76065,20.49252976,2.52222619,11254.56691,31.48926786,7.115875,33.06895833,98.143,97.363,-0.78,96.24,-1.903,1.814761905,1.572595238,2.064214286,2.66375,2.755880952,2.042696429,1.576571429,6114.148,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,19.05919493,-0.491619048,-1.091154762
591,11543.75,3031,0.841944444,1616,0.448888889,19.13271429,53.36495031,1.697049689,17461.16785,21.15197516,2.522906832,12236.01639,23.04629814,7.849906832,35.11192547,98.021,97.001,-1.02,93.605,-4.416,1.906701863,1.594919255,1.932074534,3.478944099,3.271888199,2.371807453,1.729832298,6186.334,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,18.87738892,-0.337155279,-1.884024844
592,11545.25,3835,1.065277778,1493,0.414722222,20.64371812,60.97524832,1.979187919,16005.66366,23.53599329,2.602979866,11138.69657,19.41871141,6.94404698,28.84177852,103.337,101.763,-1.574,97.451,-5.886,1.810436242,1.558765101,2.091416107,2.741369128,2.848348993,2.037651007,1.549442953,5461.674,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,20.04143062,-0.532651006,-1.182604027
593,11546.75,2821,0.783611111,1475,0.409722222,21.0924898,61.42157143,2.022986395,16594.35994,24.46297959,2.510918367,11203.14857,19.84353061,7.453272109,28.09744218,102.242,104.941,2.699,101.125,-1.117,1.962938776,1.70322449,2.264693878,2.930768707,3.041693878,2.183414966,1.703244898,5475.083,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,20.60347013,-0.561469388,-1.227544217
594,11548.25,2843,0.789722222,1417,0.393611111,14.38631915,60.31824823,1.451453901,15808.45983,24.09597163,2.50329078,11244.47167,19.49756738,7.116865248,29.94848936,98.112,103.948,5.836,103.108,4.996,1.947595745,1.681021277,1.947546099,3.506191489,3.21670922,2.38148227,1.777453901,6243.558,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,14.83712025,-0.266524822,-1.825170212
595,11549.75,7990,2.219444444,1406,0.390555556,11.76342143,62.4508,1.31,15073.24989,26.20590714,2.388835714,10614.03456,6.192207143,7.511628571,31.89127857,102.439,103.717,1.278,102.86,0.421,1.937571429,1.724964286,2.096878571,2.599014286,3.045135714,2.171771429,1.755728571,4831.921,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,12.64035025,-0.371914285,-0.87405
596,11551.25,12363,3.434166667,2249,0.624722222,16.68211607,40.10921429,1.188674107,15553.18972,17.39875446,2.304816964,10707.48471,0,9.360714286,54.77587946,102.2,97.345,-4.855,97.92,-4.28,1.883776786,1.680839286,1.978022321,2.9254375,2.865370536,2.139816964,1.735767857,5984.779,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,11.5706453,-0.297183035,-1.244598214
597,11552.75,3622,1.006111111,1972,0.547777778,15.76022959,45.95133673,1.349178571,13525.33761,19.94990306,2.303362245,9773.573806,0,9.359739796,47.95517857,101.011,98.799,-2.212,97.959,-3.052,1.849520408,1.655357143,2.018647959,2.506607143,2.879918367,2.047892857,1.675137755,5635.233,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,11.98754213,-0.363290816,-0.85125
598,11554.25,7363,2.045277778,1802,0.500555556,16.27405028,49.55061453,1.407664804,13665.47287,20.3067933,2.438586592,9608.259061,0,9.369391061,45.76817877,100.146,98.312,-1.834,97.619,-2.527,1.793513966,1.578452514,2.012480447,2.575206704,2.812318436,1.985363128,1.596301676,4884.633,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,12.29564373,-0.434027933,-0.99675419
599,11555.75,3920,1.088888889,2124,0.59,18.84403791,42.32092891,1.36571564,14207.3507,17.30534597,2.445554502,10306.27141,0,9.183890995,47.02112796,101.054,92.958,-8.096,93.324,-7.73,1.892843602,1.642635071,1.956530806,2.9107109,2.905549763,2.241582938,1.729796209,4914.05,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,12.79585096,-0.313895735,-1.268075829
600,11557.25,4601,1.278055556,2165,0.601388889,28.77219444,43.68046296,1.928097222,13966.97862,17.84937963,2.447013889,10621.59327,29.3418287,8.697976852,47.12975,106.614,106.256,-0.358,107.546,0.932,2.028819444,1.792902778,2.347226852,2.845162037,2.888671296,2.17662037,1.799157407,5906.051,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,18.61769498,-0.554324074,-1.052259259
601,11558.75,12091,3.358611111,1913,0.531388889,16.3977644,52.21546597,1.453931937,13613.44299,21.5074712,2.427806283,10301.24028,20.89013613,8.662319372,40.26787958,111.85,108.281,-3.569,109.931,-1.919,1.851329843,1.61904712,1.931073298,2.953439791,2.809591623,2.172528796,1.68121466,6138.637,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.6157293,-0.312026178,-1.334392671
602,11560.25,18433,5.120277778,1353,0.375833333,14.79957037,58.23887407,1.469985185,14321.00627,24.00975556,2.425755556,10214.82765,36.84642963,12.86222222,50.17054815,89.62,202.78,113.16,204.93,115.31,1.74762963,1.560244444,1.90337037,2.540377778,2.77877037,1.952933333,1.576192593,4327.867,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.65058665,-0.343125926,-0.980133334
603,11561.75,4810,1.336111111,1490,0.413888889,15.3748255,59.4978255,1.613362416,14158.15191,24.52837584,2.425637584,10501.56378,22.50779195,8.464791946,31.16220805,101.728,95.037,-6.691,95.496,-6.232,1.898590604,1.651818792,1.985463087,2.81633557,2.942395973,2.21433557,1.742939597,5728.31,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,15.40257119,-0.333644295,-1.164516778
604,11563.25,9950,2.763888889,1793,0.498055556,18.84672626,50.01620112,1.667189944,14142.32792,20.72735196,2.412759777,9776.031464,28.52955866,8.915882682,40.01418436,100.597,96.317,-4.28,96.625,-3.972,1.856178771,1.638368715,2.127994413,2.677670391,2.920826816,2.018027933,1.635100559,5883.583,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,14.81681941,-0.489625698,-1.039301676
605,11564.75,8753,2.431388889,1393,0.386944444,16.46608696,58.92436232,1.665826087,14976.9603,24.44368116,2.410550725,10204.62776,57.21666667,8.948644928,37.67873188,100.533,99.604,-0.929,101.977,1.444,1.908152174,1.693413043,2.108036232,2.824137681,2.921144928,2.115782609,1.712673913,5427.239,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,15.45375921,-0.414623189,-1.130724638
606,11566.25,9954,2.765,2047,0.568611111,16.80715686,46.88814216,1.41704902,13758.37843,19.45511765,2.409916667,9836.086363,0,9.394441176,45.51725,107.712,97.008,-10.704,100.337,-7.375,1.816387255,1.566818627,1.912916667,2.887617647,2.858039216,2.14527451,1.640495098,5257.177,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,12.67110595,-0.34609804,-1.32079902
607,11567.75,5584,1.551111111,1963,0.545277778,24.87775385,43.09605641,1.929974359,14469.70109,17.88318462,2.409815385,10363.06558,0,8.670384615,47.93464103,95.011,93.166,-1.845,96.571,1.56,1.879794872,1.637405128,2.153430769,2.599707692,2.735466667,2.079446154,1.647487179,5691.723,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,18.18222805,-0.516025641,-0.962302564
608,11569.25,4468,1.241111111,1884,0.523333333,17.14253723,46.15645213,1.408659574,13254.69686,19.15219149,2.410037234,9727.842319,0,9.164882979,50.94902128,98.666,94.675,-3.991,95.885,-2.781,1.805835106,1.57656383,1.861382979,2.772478723,2.67718617,2.138962766,1.643473404,4611.676,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,12.45747111,-0.284819149,-1.195914893
609,11570.75,3690,1.025,2092,0.581111111,28.05272596,42.91635096,2.132846154,13649.20864,17.85841827,2.402875,10366.8142,0,8.979485577,49.30995192,100.944,96.447,-4.497,98.999,-1.945,1.821961538,1.575677885,2.049947115,2.501639423,2.673389423,2.065826923,1.595903846,5637.863,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,20.10074527,-0.47426923,-0.925961538
610,11572.25,6715,1.865277778,2285,0.634722222,45.38425,41.98496053,2.136714912,13972.77858,17.4362807,2.408337719,11019.29058,25.01542544,8.990157895,50.13172807,107.641,102.199,-5.442,105.236,-2.405,1.828662281,1.596280702,1.993232456,2.762074561,2.556039474,2.104390351,1.618552632,6466.865,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,21.40462046,-0.396951754,-1.165793859
611,11573.75,10366,2.879444444,2045,0.568055556,28.52780392,46.90246078,2.194852941,13849.00243,19.44167157,2.412411765,10768.68893,137.4952108,7.568911765,37.44583824,108.34,105.876,-2.464,109.099,0.759,1.776112745,1.564142157,2.080647059,2.46104902,2.436980392,1.925259804,1.533583333,5704.474,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,21.48698961,-0.516504902,-0.896906863
612,11575.25,3989,1.108055556,1515,0.420833333,16.87821854,56.02340397,1.662483444,14010.73403,23.24303974,2.410337748,10224.18952,111.232755,9.731675497,33.33250331,95.94,99.77,3.83,102.071,6.131,1.749437086,1.521,1.844880795,2.611304636,2.710463576,2.076781457,1.553887417,5461.242,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,15.45231437,-0.323880795,-1.090304636
613,11576.75,6227,1.729722222,1650,0.458333333,15.22390854,54.47182927,1.484786585,13505.6546,22.61606707,2.408506098,9658.281293,127.7061585,8.213634146,30.78156707,101.226,95.276,-5.95,99.065,-2.161,1.716365854,1.496006098,1.833256098,2.515085366,2.642426829,1.989878049,1.545890244,5525.15,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.03680591,-0.33725,-1.019079268
614,11578.25,8597,2.388055556,1515,0.420833333,16.19007285,58.11266225,1.702900662,13509.73984,24.11948344,2.409284768,9571.012411,149.4595828,7.970324503,26.87343709,99.501,100.116,0.615,102.436,2.935,1.717278146,1.488337748,1.918834437,2.369860927,2.584834437,1.930801325,1.532728477,5757.117,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,14.81680306,-0.430496689,-0.881523179
615,11579.75,3178,0.882777778,1295,0.359722222,15.253,67.88952713,1.612713178,14672.54778,28.25213953,2.402937984,10712.58575,11.59142636,7.025085271,28.72390698,101.615,106.209,4.594,106.372,4.757,1.910992248,1.719170543,2.054682171,2.719046512,2.659922481,2.120620155,1.747674419,4458.948,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,15.70575292,-0.335511628,-0.999875969
616,11581.25,3209,0.891388889,1369,0.380277778,12.22290441,63.77897794,1.424727941,13366.96675,26.55586765,2.401727941,10080.02405,23.73980147,7.699911765,29.75005147,98.109,102.587,4.478,103.137,5.028,1.713257353,1.550632353,1.833036765,2.214367647,2.387654412,1.907147059,1.562948529,4328.727,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.05571992,-0.282404412,-0.663735294
617,11582.75,2738,0.760555556,1348,0.374444444,12.62076119,66.92397761,1.499776119,12759.31334,27.83926866,2.403701493,10250.29943,4.503671642,7.166223881,25.51102239,102.101,100.971,-1.13,104.511,2.41,1.740671642,1.565134328,1.872253731,2.311007463,2.455007463,1.941343284,1.583402985,4772.307,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.97559482,-0.307119403,-0.745873135
618,11584.25,5909,1.641388889,1301,0.361388889,11.82403077,66.42433846,1.407246154,12729.15954,27.65914615,2.401515385,10417.51402,0,7.386253846,29.11773846,98.393,99.135,0.742,104.326,5.933,1.860276923,1.676361538,1.994823077,2.450369231,2.488269231,2.062638462,1.706623077,4881.339,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,13.32727867,-0.318461539,-0.774007693
619,11585.75,3574,0.992777778,1455,0.404166667,14.56502759,59.87815172,1.560862069,12855.94513,25.19651034,2.376655172,10317.2695,0,7.678544828,31.67612414,105.503,101.82,-3.683,107.193,1.69,1.840096552,1.653641379,1.996117241,2.346655172,2.524648276,2.029517241,1.679544828,5334.125,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,14.63984965,-0.342475862,-0.693013793
620,11587.25,10308,2.863333333,1387,0.385277778,15.08784783,60.00168841,1.632101449,12810.11557,25.26968116,2.37426087,10325.55404,14.18188406,7.29992029,34.52135507,98.45,99.598,1.148,101.662,3.212,1.867347826,1.666108696,2.033855072,2.483246377,2.525818841,2.079601449,1.68792029,5843.914,3Ar1,3Ar1,3Ar1,3Ar1 3Ar1 3Ar1,3Ar1,,1,15.32031974,-0.367746376,-0.817137681
621,11588.75,3638,1.010555556,1626,0.451666667,15.81611111,51.72537654,1.44182716,13092.79269,21.90104938,2.36217284,10289.84956,0,7.776037037,39.24580864,100.338,105.128,4.79,108.764,8.426,1.871882716,1.731314815,1.97217284,2.564234568,2.542438272,2.05367284,1.729209877,4923.516,3Ar1,3Ar1,3Ag1,3Ar1 3Ar1 3Ag1,3Ar1 3Ag1 ,3Ag 3Ar,2 ou mais,13.48744052,-0.240858025,-0.832919753
622,11590.25,4048,1.124444444,2014,0.559444444,16.59574129,45.26794527,1.376676617,12368.00968,19.15942289,2.362492537,9821.222527,0,8.535447761,37.78370647,102.753,100.755,-1.998,105.151,2.398,1.73321393,1.580736318,1.839855721,2.427552239,2.46838806,1.92899005,1.583218905,4884.843,3Ar1,3Ar1,3Ag1,3Ar1 3Ar1 3Ag1,3Ar1 3Ag1 ,3Ag 3Ar,2 ou mais,12.29149764,-0.259119403,-0.846815921
623,11591.75,6466,1.796111111,1584,0.44,13.61491772,54.0939557,1.287563291,12363.10111,22.90714557,2.361424051,9957.661804,0,8.498512658,39.35305063,100.998,109.188,8.19,110.916,9.918,1.848993671,1.709297468,1.976278481,2.534879747,2.560139241,2.001993671,1.707487342,4532.311,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,11.65556346,-0.266981013,-0.825582279
624,11593.25,5269,1.463611111,1771,0.491944444,23.07088068,51.51035795,2.150153409,13432.45856,21.77970455,2.365096591,11056.19577,0,6.795170455,26.44742045,105.812,94.475,-11.337,100.141,-5.671,1.791460227,1.589926136,1.978829545,2.410931818,2.485670455,1.964340909,1.630801136,4574.437,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,21.61137911,-0.388903409,-0.821005682
625,11594.75,6558,1.821666667,1727,0.479722222,15.47343023,50.03356395,1.36522093,11858.5824,21.1371686,2.367087209,10233.33952,24.56772093,9.001412791,46.48690698,97.654,108.221,10.567,114.479,16.825,1.724337209,1.583360465,1.843052326,2.414168605,2.240360465,1.89277907,1.577069767,4612.59,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,12.70069936,-0.259691861,-0.83080814
626,11596.25,3416,0.948888889,1716,0.476666667,15.72204678,55.88981871,1.621625731,12426.38316,23.6137193,2.366836257,10064.43996,189.1520819,5.967538012,21.16991228,107.832,109.707,1.875,114.267,6.435,1.673643275,1.495795322,1.798947368,2.301122807,2.338374269,1.893356725,1.506654971,4439.784,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,14.83704982,-0.303152046,-0.805327485
627,11597.75,5449,1.513611111,1901,0.528055556,17.73562963,50.21491534,1.534677249,12973.55603,20.08340741,2.509650794,10547.29625,14.88245503,7.218814815,30.76090476,107.42,111.284,3.864,112.959,5.539,1.823396825,1.61868254,1.955444444,2.657544974,2.589698413,2.053719577,1.665359788,4929.643,3Ar1,3Ag1,3Ag1,3Ar1 3Ag1 3Ag1,3Ar1 3Ag1,3Ag 3Ar,2 ou mais,14.71517781,-0.336761904,-1.038862434
